Index,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt,event_ts,event_ts_dbl
113077,1424701028790,14746172298000,-1.685497,-1.8387240000000002,10.112982,h,samsungold,samsungold_2,bike,2015-02-23T14:17:08.790+0000,1424701028.79
308880,1424701028789,1424702874841457629,-1.8161773999999997,-2.0929564999999997,9.4015045,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.789+0000,1424701028.789
160693,1424701028789,56555010184000,-2.1739352000000003,-2.0973208,8.983044999999999,h,s3,s3_1,bike,2015-02-23T14:17:08.789+0000,1424701028.789
159185,1424701028788,278157540717000,-2.1164744,-2.183512,9.519346,h,s3,s3_2,bike,2015-02-23T14:17:08.788+0000,1424701028.788
308879,1424701028785,1424702874836391712,-1.762619,-2.1548462,9.416977000000001,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.785+0000,1424701028.785
113041,1424701028784,284755922239000,-1.53227,-2.604859,9.500074,h,samsungold,samsungold_1,bike,2015-02-23T14:17:08.784+0000,1424701028.784
159276,1424701028781,18130021949000,-3.8414967000000004,-1.8112136000000003,8.433575999999999,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.781+0000,1424701028.781
160692,1424701028779,56555000080000,-1.9153613999999999,-2.27928,9.308656,h,s3,s3_1,bike,2015-02-23T14:17:08.779+0000,1424701028.779
308878,1424701028778,1424702874831264758,-1.7769012,-2.1810303,9.358658,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.778+0000,1424701028.778
308877,1424701028772,1424702874826229358,-1.7376251,-2.0977173,9.265823,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.772+0000,1424701028.772
159275,1424701028771,18130011908000,-3.5338415999999997,-1.7693150000000002,8.592789999999999,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.771+0000,1424701028.771
113076,1424701028770,14746152309000,-1.8387240000000002,-1.53227,9.653300999999999,h,samsungold,samsungold_2,bike,2015-02-23T14:17:08.770+0000,1424701028.77
308876,1424701028769,1424702874821193958,-1.813797,-2.127472,9.265823,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.769+0000,1424701028.769
160691,1424701028769,56554989973000,-1.733402,-2.2888567,9.519346,h,s3,s3_1,bike,2015-02-23T14:17:08.769+0000,1424701028.769
159184,1424701028768,278157518795000,-2.1068976000000004,-1.9057846,9.11712,h,s3,s3_2,bike,2015-02-23T14:17:08.768+0000,1424701028.768
113040,1424701028764,284755902250000,-1.685497,-2.604859,9.19362,h,samsungold,samsungold_1,bike,2015-02-23T14:17:08.764+0000,1424701028.764
308875,1424701028763,1424702874816158557,-1.9173431,-2.2607727000000004,9.317001,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.763+0000,1424701028.763
159274,1424701028762,18130001990000,-3.1364042999999997,-1.6747441000000003,8.640674,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.762+0000,1424701028.762
308874,1424701028759,1424702874811123157,-2.0161284999999998,-2.3309937,9.489578,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.759+0000,1424701028.759
160690,1424701028759,56554979866000,-1.685518,-2.1068976000000004,9.528922999999999,h,s3,s3_1,bike,2015-02-23T14:17:08.759+0000,1424701028.759
113039,1424701028754,284755892301000,-1.685497,-2.758086,9.346847,h,samsungold,samsungold_1,bike,2015-02-23T14:17:08.754+0000,1424701028.754
308873,1424701028752,1424702874806118274,-1.9923248,-2.3726501,9.558608999999999,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.752+0000,1424701028.752
159183,1424701028751,278157504071000,-2.2218192,-1.8483237000000001,8.916007,h,s3,s3_2,bike,2015-02-23T14:17:08.751+0000,1424701028.751
159273,1424701028751,18129991828000,-2.8562827,-1.7214310000000002,8.698134,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.751+0000,1424701028.751
308872,1424701028750,1424702874801052356,-2.0530243,-2.5238037,9.75737,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.750+0000,1424701028.75
160689,1424701028749,56554969760000,-1.6759412,-1.9823990000000002,9.375694000000001,h,s3,s3_1,bike,2015-02-23T14:17:08.749+0000,1424701028.749
113075,1424701028749,14746131710000,-2.145178,-1.685497,9.346847,h,samsungold,samsungold_2,bike,2015-02-23T14:17:08.749+0000,1424701028.749
308871,1424701028743,1424702874796016956,-2.108963,-2.5654602000000004,9.935898,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.743+0000,1424701028.743
159272,1424701028742,18129981971000,-2.718616,-1.8183962,8.803479,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.742+0000,1424701028.742
159182,1424701028741,278157493959000,-2.3080103,-1.8770541,8.801085,h,s3,s3_2,bike,2015-02-23T14:17:08.741+0000,1424701028.741
308870,1424701028740,1424702874790981555,-2.2017975,-2.6249695,10.157272,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.740+0000,1424701028.74
113074,1424701028740,14746122249000,-1.8387240000000002,-1.685497,9.346847,h,samsungold,samsungold_2,bike,2015-02-23T14:17:08.740+0000,1424701028.74
160688,1424701028739,56554959653000,-1.7525556,-1.8962077000000002,9.126697,h,s3,s3_1,bike,2015-02-23T14:17:08.739+0000,1424701028.739
159271,1424701028734,18129974494000,-2.7904419999999996,-2.0602105,8.902839,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.734+0000,1424701028.734
113038,1424701028734,284755872312000,-1.53227,-2.604859,9.346847,h,samsungold,samsungold_1,bike,2015-02-23T14:17:08.734+0000,1424701028.734
308869,1424701028732,1424702874785946155,-2.2958221,-2.6321106,10.345322,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.732+0000,1424701028.732
159181,1424701028731,278157483766000,-2.2697031,-1.8866308999999997,8.90643,h,s3,s3_2,bike,2015-02-23T14:17:08.731+0000,1424701028.731
159270,1424701028730,18129962867000,-2.7748797,-2.2086509999999997,9.305064999999999,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.730+0000,1424701028.73
308868,1424701028729,1424702874780910754,-2.333908,-2.5880737000000003,10.560744999999999,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.729+0000,1424701028.729
160687,1424701028728,56554949548000,-1.8387468999999996,-1.8387468999999996,8.963891,h,s3,s3_1,bike,2015-02-23T14:17:08.728+0000,1424701028.728
308867,1424701028722,1424702874775875354,-2.288681,-2.6249695,10.425064,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.722+0000,1424701028.722
374698,1424778553400,1424780398718857691,2.0578766,-0.3517151,9.527664,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.400+0000,1424778553.4
180511,1424778553399,2902706051000,1.3251906999999998,0.17836803,9.338583999999999,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.399+0000,1424778553.399
365724,1424778553396,1424778556886558506,2.2160034,-0.033187866,10.011078,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.396+0000,1424778553.396
374697,1424778553395,1424780398713822291,1.9590912,-0.27435303,9.583603,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.395+0000,1424778553.395
129052,1424778553395,92263861839000,1.379043,0,9.959755,i,samsungold,samsungold_2,bike,2015-02-24T11:49:13.395+0000,1424778553.395
184072,1424778553392,133624112602000,1.9536686,0.36391866,9.509769,i,s3,s3_1,bike,2015-02-24T11:49:13.392+0000,1424778553.392
365723,1424778553391,1424778556881523106,2.1398314999999997,0.014419556000000002,9.951569000000001,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.391+0000,1424778553.391
374696,1424778553390,1424780398708786890,2.01622,-0.2922058,9.571701,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.390+0000,1424778553.39
180510,1424778553389,2902695432000,1.3263878,0.15682021,9.331401,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.389+0000,1424778553.389
365722,1424778553386,1424778556876487705,2.1802979,0.0096588135,10.038452000000001,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.386+0000,1424778553.386
374695,1424778553386,1424780398703751490,2.047165,-0.2922058,9.596695,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.386+0000,1424778553.386
129051,1424778553386,92263852409000,1.53227,0,9.959755,i,samsungold,samsungold_2,bike,2015-02-24T11:49:13.386+0000,1424778553.386
374694,1424778553382,1424780398698716089,2.0055084,-0.32077026,9.577652,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.382+0000,1424778553.382
184071,1424778553382,133624102625000,2.0207062,0.35434186,9.490616000000001,i,s3,s3_1,bike,2015-02-24T11:49:13.382+0000,1424778553.382
365721,1424778553381,1424778556871452305,2.142212,-0.007003784,10.052734,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.381+0000,1424778553.381
374693,1424778553381,1424780398693680689,1.9483795,-0.25769043,9.634781,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.381+0000,1424778553.381
180509,1424778553380,2902686125000,1.3144168,0.15203181,9.324219,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.380+0000,1424778553.38
365720,1424778553376,1424778556866416904,2.1350708,-0.028427123999999998,10.068207000000001,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.376+0000,1424778553.376
374692,1424778553376,1424780398688645289,1.9662323,-0.30529785,9.544327000000001,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.376+0000,1424778553.376
374691,1424778553375,1424780398683640406,1.9138641,-0.34100342,9.513382,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.375+0000,1424778553.375
184070,1424778553372,133624092213000,1.9919758,0.31603462,9.500193,i,s3,s3_1,bike,2015-02-24T11:49:13.372+0000,1424778553.372
365719,1424778553371,1424778556861381504,2.161255,0.027511597000000002,10.030121000000001,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.371+0000,1424778553.371
180508,1424778553369,2902675414000,1.3323733,0.142455,9.306262,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.369+0000,1424778553.369
365718,1424778553366,1424778556856346104,2.1838683999999997,-0.0034332275,10.057495,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.366+0000,1424778553.366
129050,1424778553366,92263832267000,1.53227,0.153227,9.806528,i,samsungold,samsungold_2,bike,2015-02-24T11:49:13.366+0000,1424778553.366
374690,1424778553362,1424780398678574488,1.9174346999999998,-0.30886840000000004,9.478867,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.362+0000,1424778553.362
184069,1424778553362,133624082182000,2.0111293999999997,0.29688102,9.490616000000001,i,s3,s3_1,bike,2015-02-24T11:49:13.362+0000,1424778553.362
365717,1424778553361,1424778556851310703,2.1767272999999996,0.041793823,10.014648,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.361+0000,1424778553.361
180507,1424778553359,2902665710000,1.3275848999999997,0.13766660000000003,9.325416,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.359+0000,1424778553.359
365716,1424778553356,1424778556846275303,2.1695862,0.0001373291,9.993225,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.356+0000,1424778553.356
374689,1424778553354,1424780398673569605,1.8603058000000001,-0.37075806,9.516952499999999,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.354+0000,1424778553.354
374688,1424778553352,1424780398668534205,1.9305267,-0.33505250000000003,9.511002000000001,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.352+0000,1424778553.352
184068,1424778553352,133624071865000,2.0015526,0.30645782,9.490616000000001,i,s3,s3_1,bike,2015-02-24T11:49:13.352+0000,1424778553.352
365715,1424778553350,1424778556841239902,2.1564941,0.04774475,10.057495,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.350+0000,1424778553.35
180506,1424778553349,2902655914000,1.3383588,0.14006079999999999,9.345766000000001,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.349+0000,1424778553.349
129049,1424778553346,92263812248000,1.379043,0.153227,9.806528,i,samsungold,samsungold_2,bike,2015-02-24T11:49:13.346+0000,1424778553.346
365714,1424778553345,1424778556836204502,2.1326904,0.014419556000000002,10.047974,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.345+0000,1424778553.345
374687,1424778553344,1424780398663498804,2.0114593999999997,-0.34100342,9.635971000000001,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.344+0000,1424778553.344
374686,1424778553342,1424780398658432886,2.0233612,-0.34814453,9.619308,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.342+0000,1424778553.342
184067,1424778553342,133624061725000,1.9249381999999997,0.34476504,9.557653,i,s3,s3_1,bike,2015-02-24T11:49:13.342+0000,1424778553.342
130202,1424778553341,4223352338000,1.685497,-0.612908,9.806528,i,samsungold,samsungold_1,bike,2015-02-24T11:49:13.341+0000,1424778553.341
365713,1424778553340,1424778556831138584,2.2029113999999996,0.06321716,10.068207000000001,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.340+0000,1424778553.34
180505,1424778553340,2902646119000,1.3395559,0.15801731,9.358934,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.340+0000,1424778553.34
365712,1424778553335,1424778556826133701,2.1910095000000003,0.022750853999999997,10.020599,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.335+0000,1424778553.335
374685,1424778553335,1424780398653428003,2.0495453,-0.31124878,9.497910000000001,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.335+0000,1424778553.335
184066,1424778553331,133624051609000,1.8962077000000002,0.34476504,9.509769,i,s3,s3_1,bike,2015-02-24T11:49:13.331+0000,1424778553.331
365711,1424778553330,1424778556821098301,2.2005310000000002,0.05369568,10.069397,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.330+0000,1424778553.33
374684,1424778553329,1424780398648392603,2.0305023,-0.3588562,9.644302,i,nexus4,nexus4_2,bike,2015-02-24T11:49:13.329+0000,1424778553.329
180504,1424778553329,2902635988000,1.3575124,0.14844051,9.320627,i,s3mini,s3mini_1,bike,2015-02-24T11:49:13.329+0000,1424778553.329
365710,1424778553325,1424778556816032383,2.1898193,0.13462829999999998,10.030121000000001,i,nexus4,nexus4_1,bike,2015-02-24T11:49:13.325+0000,1424778553.325
